fecha,region,temperatura,precipitacion,indice_economico,competencia_promo
2023-07-12,Norte,20.7,0.0,116.4,False
2023-07-13,Norte,19.9,0.11,117.6,False
2023-07-14,Norte,20.8,0.09,117.9,False
2023-07-15,Norte,23.1,0.33,117.0,False
2023-07-16,Norte,24.2,0.05,117.1,False
2023-07-17,Norte,23.2,0.02,118.7,False
2023-07-18,Norte,20.6,0.2,119.3,False
2023-07-19,Norte,25.5,0.11,119.1,False
2023-07-20,Norte,24.9,0.0,119.5,False
2023-07-21,Norte,22.1,0.11,119.3,False
2023-07-22,Norte,20.5,0.17,118.7,False
2023-07-23,Norte,23.9,0.04,118.6,False
2023-07-24,Norte,22.7,0.05,118.7,True
2023-07-25,Norte,17.7,0.01,117.8,True
2023-07-26,Norte,21.7,0.03,117.2,False
2023-07-27,Norte,22.6,0.11,117.2,False
2023-07-28,Norte,18.9,0.0,117.0,False
2023-07-29,Norte,22.1,0.15,117.1,False
2023-07-30,Norte,17.0,0.29,116.4,True
2023-07-31,Norte,25.3,0.01,116.6,False
2023-08-01,Norte,24.9,0.06,115.9,False
2023-08-02,Norte,20.3,0.02,116.6,False
2023-08-03,Norte,22.0,0.07,115.5,True
2023-08-04,Norte,13.6,0.16,114.8,False
2023-08-05,Norte,17.2,0.11,114.8,False
2023-08-06,Norte,19.7,0.05,115.4,False
2023-08-07,Norte,17.2,0.02,115.3,False
2023-08-08,Norte,22.5,0.4,115.3,False
2023-08-09,Norte,26.2,0.03,115.1,False
2023-08-10,Norte,16.6,0.04,114.2,False
2023-08-11,Norte,17.5,0.0,113.7,False
2023-08-12,Norte,20.6,0.0,112.8,False
2023-08-13,Norte,24.6,0.15,111.8,False
2023-08-14,Norte,16.0,0.2,111.7,False
2023-08-15,Norte,20.3,0.19,110.8,False
2023-08-16,Norte,25.0,0.05,110.6,False
2023-08-17,Norte,14.4,0.06,109.6,True
2023-08-18,Norte,15.5,0.17,109.4,False
2023-08-19,Norte,17.9,0.13,108.8,False
2023-08-20,Norte,17.5,0.01,109.2,False
2023-08-21,Norte,21.5,0.07,109.0,False
2023-08-22,Norte,19.7,0.33,109.3,False
2023-08-23,Norte,13.5,0.09,108.6,True
2023-08-24,Norte,20.3,0.1,108.3,False
2023-08-25,Norte,16.9,0.0,107.5,False
2023-08-26,Norte,22.4,0.4,107.0,False
2023-08-27,Norte,16.6,0.24,106.6,False
2023-08-28,Norte,16.5,0.07,106.0,False
2023-08-29,Norte,20.0,0.04,105.1,False
2023-08-30,Norte,20.6,0.03,104.2,False
2023-08-31,Norte,19.5,0.05,102.8,False
2023-09-01,Norte,13.1,0.02,102.1,False
2023-09-02,Norte,19.7,0.03,102.2,False
2023-09-03,Norte,14.9,0.0,101.2,False
2023-09-04,Norte,18.6,0.2,100.4,False
2023-09-05,Norte,13.6,0.01,101.2,False
2023-09-06,Norte,19.1,0.01,100.8,False
2023-09-07,Norte,15.3,0.2,100.9,False
2023-09-08,Norte,13.8,0.08,101.2,False
2023-09-09,Norte,19.8,0.13,101.5,False
2023-09-10,Norte,18.3,0.17,100.7,False
2023-09-11,Norte,15.7,0.07,100.6,True
2023-09-12,Norte,21.8,0.13,99.9,True
2023-09-13,Norte,16.1,0.0,101.2,False
2023-09-14,Norte,17.5,0.38,100.5,False
2023-09-15,Norte,18.2,0.17,100.1,False
2023-09-16,Norte,15.4,0.04,99.7,False
2023-09-17,Norte,18.7,0.0,99.1,False
2023-09-18,Norte,15.6,0.02,100.0,False
2023-09-19,Norte,16.0,0.13,101.4,False
2023-09-20,Norte,21.3,0.0,101.4,False
2023-09-21,Norte,14.0,0.07,100.9,False
2023-09-22,Norte,10.0,0.0,100.1,False
2023-09-23,Norte,21.9,0.08,100.2,True
2023-09-24,Norte,24.7,0.03,100.4,False
2023-09-25,Norte,15.8,0.07,100.3,False
2023-09-26,Norte,11.2,0.19,100.7,False
2023-09-27,Norte,16.1,0.0,101.3,True
2023-09-28,Norte,16.2,0.04,101.7,True
2023-09-29,Norte,16.4,0.0,101.9,True
2023-09-30,Norte,13.7,0.02,101.7,True
2023-10-01,Norte,18.7,0.3,102.4,False
2023-10-02,Norte,18.6,0.0,102.7,False
2023-10-03,Norte,12.5,0.15,103.5,False
2023-10-04,Norte,19.1,0.0,104.3,True
2023-10-05,Norte,23.2,0.04,103.9,False
2023-10-06,Norte,17.5,0.06,103.5,False
2023-10-07,Norte,16.0,0.07,103.5,False
2023-10-08,Norte,16.6,0.08,103.2,False
2023-10-09,Norte,18.9,0.14,103.9,False
2023-10-10,Norte,11.9,0.04,104.4,False
2023-10-11,Norte,17.6,0.06,105.3,False
2023-10-12,Norte,15.9,0.35,105.7,False
2023-10-13,Norte,22.7,0.0,106.1,False
2023-10-14,Norte,16.6,0.04,106.9,False
2023-10-15,Norte,22.2,0.11,107.4,True
2023-10-16,Norte,13.9,0.0,107.6,True
2023-10-17,Norte,19.0,0.04,108.6,True
2023-10-18,Norte,18.3,0.04,108.8,False
2023-10-19,Norte,14.7,0.11,108.8,False
2023-10-20,Norte,17.9,0.27,108.5,False
2023-10-21,Norte,21.1,0.06,109.0,False
2023-10-22,Norte,16.5,0.3,109.7,False
2023-10-23,Norte,12.4,0.22,109.7,False
2023-10-24,Norte,17.5,0.08,110.4,False
2023-10-25,Norte,14.9,0.11,109.4,False
2023-10-26,Norte,16.6,0.1,109.4,False
2023-10-27,Norte,17.5,0.18,109.3,False
2023-10-28,Norte,12.7,0.09,108.9,False
2023-10-29,Norte,13.0,0.0,110.0,False
2023-10-30,Norte,19.3,0.09,109.9,True
2023-10-31,Norte,16.4,0.09,109.5,False
2023-11-01,Norte,10.3,0.03,109.4,False
2023-11-02,Norte,20.5,0.0,108.2,True
2023-11-03,Norte,19.0,0.05,107.7,True
2023-11-04,Norte,16.1,0.04,107.9,True
2023-11-05,Norte,14.4,0.0,107.4,True
2023-11-06,Norte,20.9,0.08,106.7,False
2023-11-07,Norte,19.5,0.09,107.1,False
2023-11-08,Norte,25.7,0.11,107.5,False
2023-11-09,Norte,19.9,0.12,107.5,False
2023-11-10,Norte,19.9,0.02,107.0,True
2023-11-11,Norte,18.3,0.07,106.5,False
2023-11-12,Norte,21.3,0.01,105.8,False
2023-11-13,Norte,20.9,0.0,105.0,False
2023-11-14,Norte,22.8,0.0,104.1,False
2023-11-15,Norte,17.6,0.4,103.5,False
2023-11-16,Norte,18.0,0.06,102.6,True
2023-11-17,Norte,17.9,0.01,101.5,True
2023-11-18,Norte,21.8,0.0,101.3,False
2023-11-19,Norte,24.1,0.02,101.0,False
2023-11-20,Norte,18.3,0.13,101.6,False
2023-11-21,Norte,18.5,0.04,100.9,True
2023-11-22,Norte,20.8,0.1,100.7,True
2023-11-23,Norte,19.2,0.06,100.6,True
2023-11-24,Norte,22.9,0.0,100.1,False
2023-11-25,Norte,13.4,0.1,100.2,True
2023-11-26,Norte,17.8,0.0,100.3,False
2023-11-27,Norte,18.1,0.04,100.2,False
2023-11-28,Norte,13.6,0.04,99.8,False
2023-11-29,Norte,17.7,0.06,99.4,False
2023-11-30,Norte,18.0,0.07,98.5,True
2023-12-01,Norte,20.3,0.02,97.9,False
2023-12-02,Norte,24.3,0.08,97.4,True
2023-12-03,Norte,20.4,0.13,96.7,False
2023-12-04,Norte,18.1,0.03,96.7,True
2023-12-05,Norte,21.2,0.21,97.2,False
2023-12-06,Norte,24.6,0.18,96.7,False
2023-12-07,Norte,18.7,0.17,96.7,False
2023-12-08,Norte,19.0,0.0,96.2,False
2023-12-09,Norte,23.5,0.11,96.0,False
2023-12-10,Norte,21.3,0.07,95.6,True
2023-12-11,Norte,24.1,0.11,96.0,True
2023-12-12,Norte,22.2,0.19,95.7,False
2023-12-13,Norte,24.5,0.06,96.2,False
2023-12-14,Norte,19.4,0.0,96.2,False
2023-12-15,Norte,22.6,0.31,96.0,False
2023-12-16,Norte,22.1,0.26,95.5,False
2023-12-17,Norte,19.2,0.04,95.8,False
2023-12-18,Norte,18.3,0.05,96.4,False
2023-12-19,Norte,25.2,0.16,96.7,False
2023-12-20,Norte,22.2,0.06,98.1,False
2023-12-21,Norte,20.4,0.06,99.0,False
2023-12-22,Norte,23.3,0.08,99.1,False
2023-12-23,Norte,27.1,0.03,99.2,True
2023-12-24,Norte,17.0,0.08,99.7,True
2023-12-25,Norte,19.5,0.02,99.6,False
2023-12-26,Norte,21.3,0.04,100.5,True
2023-12-27,Norte,28.6,0.03,101.0,True
2023-12-28,Norte,25.2,0.01,101.4,False
2023-12-29,Norte,26.8,0.21,102.1,False
2023-12-30,Norte,21.2,0.04,103.3,False
2023-12-31,Norte,21.4,0.04,103.7,False
2024-01-01,Norte,26.3,0.66,104.0,False
2024-01-02,Norte,25.2,0.0,105.1,False
2024-01-03,Norte,26.9,0.01,105.9,False
2024-01-04,Norte,24.8,0.06,106.1,True
2024-01-05,Norte,26.3,0.04,106.5,True
2024-01-06,Norte,26.1,0.07,106.9,True
2024-01-07,Norte,28.1,0.02,107.4,True
2024-01-08,Norte,28.3,0.02,107.0,False
2024-01-09,Norte,21.2,0.01,106.6,True
2024-01-10,Norte,19.4,0.13,106.4,True
2024-01-11,Norte,29.3,0.0,106.2,True
2024-01-12,Norte,30.0,0.15,106.2,False
2024-01-13,Norte,23.5,0.02,106.7,True
2024-01-14,Norte,21.1,0.15,106.9,True
2024-01-15,Norte,27.1,0.0,107.2,True
2024-01-16,Norte,29.8,0.11,106.8,False
2024-01-17,Norte,32.5,0.0,106.7,False
2024-01-18,Norte,28.8,0.04,107.2,False
2024-01-19,Norte,26.3,0.11,107.6,False
2024-01-20,Norte,24.8,0.0,107.4,False
2024-01-21,Norte,27.7,0.04,107.5,False
2024-01-22,Norte,26.9,0.05,108.7,False
2024-01-23,Norte,24.8,0.21,108.7,False
2024-01-24,Norte,34.2,0.03,108.4,True
2024-01-25,Norte,33.5,0.02,108.3,False
2024-01-26,Norte,31.7,0.34,108.3,False
2024-01-27,Norte,25.6,0.05,108.2,True
2024-01-28,Norte,31.1,0.05,108.1,False
2024-01-29,Norte,30.6,0.14,107.3,False
2024-01-30,Norte,30.1,0.12,106.7,False
2024-01-31,Norte,32.6,0.0,106.5,False
2024-02-01,Norte,30.9,0.1,106.2,False
2024-02-02,Norte,31.3,0.04,105.8,False
2024-02-03,Norte,31.2,0.12,105.5,False
2024-02-04,Norte,30.4,0.02,105.3,True
2024-02-05,Norte,24.1,0.02,105.5,False
2024-02-06,Norte,29.8,0.04,105.2,False
2024-02-07,Norte,28.0,0.0,105.1,True
2024-02-08,Norte,26.0,0.03,104.6,False
2024-02-09,Norte,35.0,0.07,104.5,False
2024-02-10,Norte,35.2,0.04,104.4,False
2024-02-11,Norte,34.2,0.01,104.5,False
2024-02-12,Norte,31.0,0.62,104.6,False
2024-02-13,Norte,34.4,0.2,104.5,False
2024-02-14,Norte,30.5,0.0,104.1,False
2024-02-15,Norte,31.2,0.18,103.9,False
2024-02-16,Norte,27.4,0.26,104.1,False
2024-02-17,Norte,31.9,0.14,103.4,False
2024-02-18,Norte,31.0,0.0,102.8,False
2024-02-19,Norte,27.0,0.08,102.5,False
2024-02-20,Norte,30.9,0.07,102.4,False
2024-02-21,Norte,30.9,0.0,101.7,True
2024-02-22,Norte,36.6,0.01,101.3,False
2024-02-23,Norte,34.0,0.0,100.9,False
2024-02-24,Norte,31.4,0.21,99.5,False
2024-02-25,Norte,32.2,0.01,99.1,False
2024-02-26,Norte,31.7,0.03,98.8,False
2024-02-27,Norte,31.0,0.0,98.4,False
2024-02-28,Norte,28.4,0.17,98.9,False
2024-02-29,Norte,31.3,0.48,98.1,False
2024-03-01,Norte,29.6,0.0,97.5,False
2024-03-02,Norte,28.2,0.23,96.0,False
2024-03-03,Norte,33.5,0.06,95.5,False
2024-03-04,Norte,33.2,0.29,95.2,False
2024-03-05,Norte,26.7,0.38,94.8,False
2024-03-06,Norte,31.8,0.16,95.3,False
2024-03-07,Norte,35.2,0.0,95.6,False
2024-03-08,Norte,35.5,0.08,95.6,False
2024-03-09,Norte,35.4,0.02,95.4,False
2024-03-10,Norte,32.5,0.47,95.9,False
2024-03-11,Norte,29.9,0.06,95.9,False
2024-03-12,Norte,29.2,0.03,95.5,True
2024-03-13,Norte,33.6,0.04,94.7,True
2024-03-14,Norte,33.7,0.34,94.6,True
2024-03-15,Norte,36.5,0.0,95.1,False
2024-03-16,Norte,36.0,0.13,96.3,False
2024-03-17,Norte,32.3,0.22,96.5,False
2024-03-18,Norte,29.0,0.0,96.3,False
2024-03-19,Norte,31.8,0.0,95.9,False
2024-03-20,Norte,33.5,0.08,96.4,False
2024-03-21,Norte,32.2,0.06,95.7,False
2024-03-22,Norte,31.1,0.05,96.2,False
2024-03-23,Norte,33.6,0.01,96.9,False
2024-03-24,Norte,31.4,0.03,97.4,False
2024-03-25,Norte,31.0,0.02,97.6,False
2024-03-26,Norte,33.9,0.06,98.2,True
2024-03-27,Norte,31.8,0.14,98.6,False
2024-03-28,Norte,33.7,0.03,98.5,False
2024-03-29,Norte,33.8,0.03,99.7,False
2024-03-30,Norte,29.6,0.04,99.9,False
2024-03-31,Norte,31.6,0.16,100.6,True
2024-04-01,Norte,37.3,0.2,99.8,False
2024-04-02,Norte,29.5,0.0,100.7,False
2024-04-03,Norte,26.6,0.0,101.8,False
2024-04-04,Norte,27.4,0.0,102.2,False
2024-04-05,Norte,33.1,0.0,102.8,False
2024-04-06,Norte,33.1,0.0,103.4,False
2024-04-07,Norte,32.6,0.09,103.4,False
2024-04-08,Norte,36.6,0.07,104.0,False
2024-04-09,Norte,24.9,0.01,103.9,False
2024-04-10,Norte,34.1,0.1,103.9,False
2024-04-11,Norte,37.6,0.08,104.8,False
2024-04-12,Norte,29.5,0.03,105.5,True
2024-04-13,Norte,31.7,0.0,105.4,True
2024-04-14,Norte,30.6,0.15,105.3,False
2024-04-15,Norte,30.1,0.0,105.2,False
2024-04-16,Norte,31.8,0.05,105.7,True
2024-04-17,Norte,37.0,0.18,105.4,False
2024-04-18,Norte,38.2,0.06,105.8,False
2024-04-19,Norte,31.6,0.2,106.3,True
2024-04-20,Norte,38.3,0.02,106.4,True
2024-04-21,Norte,32.7,0.15,107.0,True
2024-04-22,Norte,37.8,0.0,106.9,False
2024-04-23,Norte,32.2,0.02,106.8,False
2024-04-24,Norte,32.8,0.18,106.4,False
2024-04-25,Norte,33.5,0.03,106.9,False
2024-04-26,Norte,40.0,0.01,106.5,False
2024-04-27,Norte,34.8,0.01,106.6,False
2024-04-28,Norte,30.1,0.05,106.5,False
2024-04-29,Norte,35.0,0.0,105.9,False
2024-04-30,Norte,31.0,0.03,105.5,False
2024-05-01,Norte,30.5,0.05,106.0,False
2024-05-02,Norte,34.7,0.06,106.0,False
2024-05-03,Norte,32.0,0.02,105.3,False
2024-05-04,Norte,32.6,0.04,105.2,False
2024-05-05,Norte,31.8,0.02,105.0,False
2024-05-06,Norte,32.7,0.03,106.4,False
2024-05-07,Norte,32.9,0.12,106.3,True
2024-05-08,Norte,25.7,0.05,105.9,False
2024-05-09,Norte,33.4,0.14,106.3,False
2024-05-10,Norte,28.4,0.03,105.1,False
2024-05-11,Norte,26.9,0.0,104.8,True
2024-05-12,Norte,31.0,0.0,105.5,False
2024-05-13,Norte,31.3,0.13,105.1,False
2024-05-14,Norte,28.9,0.0,103.9,False
2024-05-15,Norte,33.4,0.11,103.4,False
2024-05-16,Norte,26.8,0.01,103.8,False
2024-05-17,Norte,29.5,0.04,103.6,False
2024-05-18,Norte,28.9,0.08,102.9,False
2024-05-19,Norte,30.4,0.01,102.2,False
2024-05-20,Norte,31.2,0.1,101.6,False
2024-05-21,Norte,27.3,0.08,101.4,False
2024-05-22,Norte,32.4,0.11,101.8,False
2024-05-23,Norte,30.3,0.01,102.0,False
2024-05-24,Norte,24.3,0.03,101.9,False
2024-05-25,Norte,24.0,0.0,100.9,False
2024-05-26,Norte,29.7,0.0,99.9,False
2024-05-27,Norte,29.0,0.17,99.9,True
2024-05-28,Norte,29.2,0.13,99.0,True
2024-05-29,Norte,29.3,0.01,98.6,False
2024-05-30,Norte,30.0,0.02,98.5,False
2024-05-31,Norte,32.0,0.0,97.8,False
2024-06-01,Norte,25.7,0.07,97.1,False
2024-06-02,Norte,25.4,0.05,96.8,False
2024-06-03,Norte,25.6,0.03,96.9,False
2024-06-04,Norte,29.6,0.06,97.3,False
2024-06-05,Norte,32.3,0.04,97.5,True
2024-06-06,Norte,27.2,0.05,97.5,False
2024-06-07,Norte,20.8,0.18,97.0,True
2024-06-08,Norte,23.1,0.0,96.5,True
2024-06-09,Norte,25.6,0.22,96.2,True
2024-06-10,Norte,26.3,0.0,96.4,False
2024-06-11,Norte,26.6,0.03,96.6,False
2024-06-12,Norte,27.8,0.0,95.6,False
2024-06-13,Norte,26.6,0.0,95.3,False
2024-06-14,Norte,30.6,0.08,96.0,False
2024-06-15,Norte,25.3,0.03,96.1,False
2024-06-16,Norte,24.6,0.01,95.6,False
2024-06-17,Norte,28.5,0.05,96.9,False
2024-06-18,Norte,22.3,0.01,97.1,False
2024-06-19,Norte,28.0,0.19,97.5,False
2024-06-20,Norte,27.0,0.03,97.9,False
2024-06-21,Norte,26.1,0.13,97.9,True
2024-06-22,Norte,31.2,0.0,97.8,False
2024-06-23,Norte,24.4,0.09,99.2,False
2024-06-24,Norte,32.3,0.13,100.0,False
2024-06-25,Norte,25.3,0.0,100.7,False
2024-06-26,Norte,22.0,0.04,101.3,False
2024-06-27,Norte,25.9,0.13,101.1,False
2024-06-28,Norte,22.3,0.0,102.0,False
2024-06-29,Norte,23.2,0.02,102.0,False
2024-06-30,Norte,26.5,0.14,102.4,False
2024-07-01,Norte,26.8,0.04,102.0,False
2024-07-02,Norte,23.2,0.0,101.3,False
2024-07-03,Norte,27.8,0.18,101.8,False
2024-07-04,Norte,28.2,0.07,101.7,True
2024-07-05,Norte,28.9,0.09,101.1,False
2024-07-06,Norte,26.1,0.01,101.7,False
2024-07-07,Norte,28.4,0.07,103.1,False
2024-07-08,Norte,18.6,0.06,104.1,True
2024-07-09,Norte,23.1,0.0,104.3,True
2024-07-10,Norte,21.3,0.06,104.6,False
2024-07-11,Norte,24.1,0.41,105.3,False
2024-07-12,Norte,21.9,0.02,106.1,False
2024-07-13,Norte,23.0,0.01,106.2,False
2024-07-14,Norte,29.0,0.06,106.5,False
2024-07-15,Norte,22.7,0.04,106.9,False
2024-07-16,Norte,24.3,0.1,107.3,False
2024-07-17,Norte,22.3,0.03,107.5,False
2024-07-18,Norte,23.1,0.19,107.6,False
2024-07-19,Norte,22.7,0.16,108.4,False
2024-07-20,Norte,23.9,0.02,109.1,False
2024-07-21,Norte,25.9,0.0,109.5,True
2024-07-22,Norte,27.3,0.11,110.4,False
2024-07-23,Norte,23.1,0.0,110.3,True
2024-07-24,Norte,23.8,0.0,111.1,False
2024-07-25,Norte,18.5,0.2,111.4,False
2024-07-26,Norte,21.5,0.0,113.0,False
2024-07-27,Norte,24.5,0.09,112.4,False
2024-07-28,Norte,24.2,0.06,112.0,True
2024-07-29,Norte,22.1,0.33,112.1,True
2024-07-30,Norte,24.0,0.05,112.2,False
2024-07-31,Norte,22.7,0.17,113.1,False
2024-08-01,Norte,24.7,0.24,112.6,False
2024-08-02,Norte,21.8,0.02,112.9,False
2024-08-03,Norte,19.8,0.06,113.3,False
2024-08-04,Norte,21.7,0.07,113.4,False
2024-08-05,Norte,11.8,0.06,112.7,False
2024-08-06,Norte,21.6,0.17,113.2,False
2024-08-07,Norte,10.0,0.01,113.5,False
2024-08-08,Norte,15.1,0.03,113.5,False
2024-08-09,Norte,21.5,0.02,113.3,True
2024-08-10,Norte,21.5,0.01,113.2,True
2024-08-11,Norte,16.4,0.03,112.8,False
2024-08-12,Norte,17.7,0.04,112.8,False
2024-08-13,Norte,23.8,0.04,112.5,False
2024-08-14,Norte,18.2,0.0,111.7,True
2024-08-15,Norte,26.2,0.07,110.9,True
2024-08-16,Norte,19.4,0.02,110.1,True
2024-08-17,Norte,20.5,0.05,109.9,True
2024-08-18,Norte,24.1,0.07,109.6,False
2024-08-19,Norte,19.5,0.09,109.3,False
2024-08-20,Norte,16.0,0.05,109.2,False
2024-08-21,Norte,18.6,0.01,108.6,False
2024-08-22,Norte,18.8,0.0,109.0,False
2024-08-23,Norte,14.7,0.05,108.5,False
2024-08-24,Norte,17.9,0.16,108.0,True
2024-08-25,Norte,16.4,0.35,108.0,False
2024-08-26,Norte,21.3,0.13,106.8,False
2024-08-27,Norte,18.5,0.0,106.1,False
2024-08-28,Norte,17.5,0.27,106.3,False
2024-08-29,Norte,18.0,0.24,105.2,False
2024-08-30,Norte,18.9,0.15,105.6,False
2024-08-31,Norte,20.0,0.0,106.1,False
2024-09-01,Norte,15.1,0.14,105.7,False
2024-09-02,Norte,14.9,0.0,105.7,True
2024-09-03,Norte,21.3,0.15,106.2,False
2024-09-04,Norte,16.6,0.1,105.8,True
2024-09-05,Norte,13.6,0.23,106.1,True
2024-09-06,Norte,19.1,0.02,105.7,False
2024-09-07,Norte,19.1,0.02,105.4,True
2024-09-08,Norte,13.0,0.0,105.0,False
2024-09-09,Norte,18.3,0.01,105.2,False
2024-09-10,Norte,19.7,0.0,105.8,True
2024-09-11,Norte,18.6,0.11,105.7,False
2024-09-12,Norte,19.3,0.19,105.2,True
2024-09-13,Norte,13.2,0.35,104.7,False
2024-09-14,Norte,18.4,0.04,105.0,True
2024-09-15,Norte,16.4,0.05,106.1,False
2024-09-16,Norte,15.8,0.04,106.4,False
2024-09-17,Norte,19.9,0.0,106.4,False
2024-09-18,Norte,21.7,0.02,107.0,True
2024-09-19,Norte,22.6,0.01,107.1,False
2024-09-20,Norte,21.1,0.08,107.1,False
2024-09-21,Norte,16.8,0.06,106.9,False
2024-09-22,Norte,18.2,0.28,107.9,False
2024-09-23,Norte,19.4,0.0,106.9,True
2024-09-24,Norte,17.4,0.03,107.6,True
2024-09-25,Norte,17.4,0.05,107.7,True
2024-09-26,Norte,19.5,0.09,107.8,False
2024-09-27,Norte,16.8,0.03,108.9,False
2024-09-28,Norte,14.8,0.0,108.9,False
2024-09-29,Norte,15.8,0.03,108.9,False
2024-09-30,Norte,18.9,0.0,109.2,True
2024-10-01,Norte,17.0,0.03,109.7,True
2024-10-02,Norte,18.0,0.12,109.9,True
2024-10-03,Norte,19.0,0.12,109.4,False
2024-10-04,Norte,15.9,0.08,109.3,False
2024-10-05,Norte,19.3,0.04,110.3,False
2024-10-06,Norte,18.2,0.01,110.7,False
2024-10-07,Norte,13.3,0.06,111.2,False
2024-10-08,Norte,21.4,0.11,111.4,False
2024-10-09,Norte,15.6,0.95,111.4,False
2024-10-10,Norte,12.1,0.04,112.5,False
2024-10-11,Norte,14.0,0.01,112.7,True
2024-10-12,Norte,14.1,0.01,112.7,False
2024-10-13,Norte,17.3,0.22,113.5,False
2024-10-14,Norte,16.4,0.07,113.4,False
2024-10-15,Norte,16.2,0.04,113.3,True
2024-10-16,Norte,19.1,0.06,113.5,False
2024-10-17,Norte,18.3,0.04,113.7,False
2024-10-18,Norte,18.3,0.06,114.0,False
2024-10-19,Norte,18.6,0.1,115.2,False
2024-10-20,Norte,19.3,0.03,115.4,False
2024-10-21,Norte,11.1,0.13,114.3,False
2024-10-22,Norte,16.4,0.16,114.6,False
2024-10-23,Norte,11.0,0.01,114.6,True
2024-10-24,Norte,17.7,0.02,114.7,True
2024-10-25,Norte,17.6,0.0,114.8,False
2024-10-26,Norte,20.8,0.14,114.7,False
2024-10-27,Norte,21.3,0.04,114.7,True
2024-10-28,Norte,18.4,0.51,114.9,False
2024-10-29,Norte,16.4,0.16,114.5,False
2024-10-30,Norte,19.4,0.0,113.9,False
2024-10-31,Norte,16.4,0.09,115.3,True
2024-11-01,Norte,18.1,0.13,114.8,False
2024-11-02,Norte,21.1,0.0,114.6,False
2024-11-03,Norte,16.5,0.19,113.7,False
2024-11-04,Norte,20.7,0.02,113.5,False
2024-11-05,Norte,20.4,0.02,112.8,False
2024-11-06,Norte,15.6,0.09,112.3,False
2024-11-07,Norte,21.5,0.01,112.6,False
2024-11-08,Norte,20.7,0.1,112.5,False
2024-11-09,Norte,19.0,0.0,112.5,False
2024-11-10,Norte,16.5,0.0,111.3,False
2024-11-11,Norte,16.3,0.12,111.9,False
2024-11-12,Norte,17.3,0.07,111.0,False
2024-11-13,Norte,20.7,0.13,111.4,False
2024-11-14,Norte,16.3,0.08,111.6,False
2024-11-15,Norte,20.6,0.21,111.6,False
2024-11-16,Norte,15.6,0.16,110.8,False
2024-11-17,Norte,18.8,0.05,110.5,False
2024-11-18,Norte,19.9,0.1,109.9,False
2024-11-19,Norte,27.0,0.01,109.6,False
2024-11-20,Norte,15.6,0.12,109.2,False
2024-11-21,Norte,24.3,0.01,107.8,True
2024-11-22,Norte,20.4,0.0,108.1,False
2024-11-23,Norte,21.3,0.05,107.7,False
2024-11-24,Norte,20.5,0.04,107.2,False
2024-11-25,Norte,21.6,0.11,106.6,False
2024-11-26,Norte,19.9,0.01,106.5,False
2024-11-27,Norte,24.9,0.23,105.8,False
2024-11-28,Norte,19.2,0.18,104.4,False
2024-11-29,Norte,24.1,0.0,104.4,False
2024-11-30,Norte,18.9,0.01,104.5,False
2024-12-01,Norte,20.8,0.04,104.2,False
2024-12-02,Norte,17.9,0.02,103.4,False
2024-12-03,Norte,22.6,0.02,103.3,True
2024-12-04,Norte,25.7,0.06,102.5,True
2024-12-05,Norte,21.2,0.03,101.8,False
2024-12-06,Norte,21.0,0.0,101.4,False
2024-12-07,Norte,18.4,0.04,101.8,False
2024-12-08,Norte,21.1,0.08,101.5,False
2024-12-09,Norte,17.2,0.02,101.3,False
2024-12-10,Norte,19.3,0.04,102.3,False
2024-12-11,Norte,22.9,0.06,102.5,True
2024-12-12,Norte,26.3,0.21,102.7,False
2024-12-13,Norte,30.9,0.08,102.6,False
2024-12-14,Norte,20.8,0.28,102.4,True
2024-12-15,Norte,27.0,0.3,101.5,False
2024-12-16,Norte,23.6,0.02,102.1,False
2024-12-17,Norte,22.5,0.01,102.5,False
2024-12-18,Norte,24.4,0.29,102.6,False
2024-12-19,Norte,23.4,0.24,102.8,False
2024-12-20,Norte,23.7,0.41,103.4,False
2024-12-21,Norte,22.3,0.14,102.8,False
2024-12-22,Norte,19.5,0.01,102.8,True
2024-12-23,Norte,19.2,0.09,102.5,True
2024-12-24,Norte,25.9,0.08,103.7,False
2024-12-25,Norte,23.2,0.17,104.4,False
2024-12-26,Norte,22.4,0.02,103.6,False
2024-12-27,Norte,24.4,0.02,103.2,True
2024-12-28,Norte,26.9,0.09,103.5,False
2024-12-29,Norte,25.2,0.01,103.6,False
2024-12-30,Norte,22.8,0.01,103.2,False
2022-01-01,Centro,26.4,0.0,109.3,True
2022-01-02,Centro,27.6,0.02,109.1,False
2022-01-03,Centro,22.4,0.08,109.3,False
2022-01-04,Centro,27.4,0.05,110.5,False
2022-01-05,Centro,28.6,0.02,111.3,False
2022-01-06,Centro,29.2,0.0,110.8,False
2022-01-07,Centro,30.0,0.04,111.8,False
2022-01-08,Centro,29.7,0.0,112.8,False
2022-01-09,Centro,28.3,0.23,112.5,False
2022-01-10,Centro,30.1,0.05,111.5,False
2022-01-11,Centro,32.4,0.09,111.8,False
2022-01-12,Centro,29.2,0.11,112.6,False
2022-01-13,Centro,30.6,0.0,113.6,False
2022-01-14,Centro,29.2,0.05,113.4,True
2022-01-15,Centro,28.0,0.24,114.5,True
2022-01-16,Centro,31.6,0.21,113.6,True
2022-01-17,Centro,28.5,0.08,113.6,True
2022-01-18,Centro,31.5,0.0,113.5,False
2022-01-19,Centro,30.5,0.06,114.2,False
2022-01-20,Centro,29.7,0.04,115.0,False
